"stateName","statewideOrCountyName","populationSize","worstCaseTotal","worstCasePercent"
"Oklahoma","Jackson County","24530","339","0.01380644"
"Oklahoma","Jefferson County","6002","107","0.01778235"
"Oklahoma","Johnston County","11085","175","0.01577606"
"Oklahoma","Kay County","43538","762","0.01749387"
"Oklahoma","Kingfisher County","15765","234","0.01481850"
"Oklahoma","Kiowa County","8708","136","0.01564457"
"Oklahoma","Latimer County","10073","219","0.02171715"
"Oklahoma","Le Flore County","49853","727","0.01458360"
"Oklahoma","Lincoln County","34877","538","0.01541361"
"Oklahoma","Logan County","48011","640","0.01333024"
"Oklahoma","Love County","10253","163","0.01586371"
"Oklahoma","McClain County","40474","494","0.01220441"
"Oklahoma","McCurtain County","32832","514","0.01564829"
"Oklahoma","McIntosh County","19596","416","0.02122267"
"Oklahoma","Major County","7629","144","0.01887510"
"Oklahoma","Marshall County","16931","311","0.01836999"
"Oklahoma","Mayes County","41100","598","0.01455423"
"Oklahoma","Murray County","14073","235","0.01672967"
"Oklahoma","Muskogee County","67997","978","0.01438859"
"Oklahoma","Noble County","11131","192","0.01727541"
"Oklahoma","Nowata County","10076","174","0.01730151"
"Oklahoma","Okfuskee County","11993","176","0.01464991"
"Oklahoma","Oklahoma County","797434","9462","0.01186496"
"Oklahoma","Okmulgee County","38465","628","0.01633852"
"Oklahoma","Osage County","46963","795","0.01691989"
"Oklahoma","Ottawa County","31127","492","0.01579834"
"Oklahoma","Pawnee County","16376","255","0.01558242"
"Oklahoma","Payne County","81784","941","0.01150702"
"Oklahoma","Pittsburg County","43654","756","0.01732592"
"Oklahoma","Pontotoc County","38284","573","0.01497790"
"Oklahoma","Pottawatomie County","72592","988","0.01360734"
"Oklahoma","Pushmataha County","11096","223","0.02006975"
"Oklahoma","Roger Mills County","3583","71","0.01992709"
"Oklahoma","Rogers County","92459","1259","0.01361424"
"Oklahoma","Seminole County","24258","370","0.01526017"
"Oklahoma","Sequoyah County","41569","625","0.01503824"
"Oklahoma","Stephens County","43143","768","0.01779356"
"Oklahoma","Texas County","19983","193","0.00965042"
"Oklahoma","Tillman County","7250","124","0.01714607"
"Oklahoma","Tulsa County","651552","8318","0.01276709"
"Oklahoma","Wagoner County","81289","1056","0.01299586"
"Oklahoma","Washington County","51527","953","0.01850205"
"Oklahoma","Washita County","10916","189","0.01729103"
"Oklahoma","Woods County","8793","153","0.01736388"
"Oklahoma","Woodward County","20211","288","0.01422748"
"Oregon","Statewide","4217737","61639","0.01461431"
"Oregon","Baker County","16124","344","0.02132766"
"Oregon","Benton County","93053","1262","0.01355964"
"Oregon","Clackamas County","418187","6366","0.01522172"
"Oregon","Clatsop County","40224","668","0.01660138"
"Oregon","Columbia County","52354","770","0.01471154"
"Oregon","Coos County","64487","1339","0.02076826"
"Oregon","Crook County","24404","449","0.01840087"
"Oregon","Curry County","22925","608","0.02650019"
"Oregon","Deschutes County","197692","2977","0.01505980"
"Oregon","Douglas County","110980","2418","0.02178792"
"Oregon","Gilliam County","1912","50","0.02623163"
"Oregon","Grant County","7199","198","0.02750977"
"Oregon","Harney County","7393","148","0.01999898"
"Oregon","Hood River County","23382","330","0.01411722"
"Oregon","Jackson County","220944","4041","0.01828831"
"Oregon","Jefferson County","24658","340","0.01380002"
"Oregon","Josephine County","87487","1879","0.02147943"
"Oregon","Klamath County","68238","1112","0.01629492"
"Oregon","Lake County","7869","158","0.02005004"
"Oregon","Lane County","382067","6054","0.01584598"
"Oregon","Lincoln County","49962","1046","0.02092723"
"Oregon","Linn County","129749","1976","0.01522966"
"Oregon","Malheur County","30571","453","0.01482825"
"Oregon","Marion County","347818","4684","0.01346824"
"Oregon","Morrow County","11603","147","0.01267541"
"Oregon","Multnomah County","812855","9069","0.01115647"
"Oregon","Polk County","86085","1301","0.01511241"
"Oregon","Sherman County","1780","42","0.02359336"
"Oregon","Tillamook County","27036","515","0.01903106"
"Oregon","Umatilla County","77950","1046","0.01341308"
"Oregon","Union County","26835","537","0.02000340"
"Oregon","Wallowa County","7208","176","0.02443786"
"Oregon","Wasco County","26682","470","0.01761607"
"Oregon","Washington County","601592","7009","0.01165142"
"Oregon","Wheeler County","1332","40","0.03030411"
"Oregon","Yamhill County","107100","1618","0.01510757"
"Pennsylvania","Statewide","12801989","216635","0.01692195"
"Pennsylvania","Adams County","103009","1865","0.01810605"
"Pennsylvania","Allegheny County","1216045","21894","0.01800431"
"Pennsylvania","Armstrong County","64735","1290","0.01992276"
"Pennsylvania","Beaver County","163929","3301","0.02013735"
"Pennsylvania","Bedford County","47888","1016","0.02122410"
"Pennsylvania","Berks County","421164","6840","0.01624050"
"Pennsylvania","Blair County","121829","2359","0.01936411"
"Pennsylvania","Bradford County","60323","1136","0.01883525"
"Pennsylvania","Bucks County","628270","10906","0.01735904"
"Pennsylvania","Butler County","187853","3265","0.01738165"
"Pennsylvania","Cambria County","130192","2763","0.02122076"
"Pennsylvania","Cameron County","4447","112","0.02517634"
"Pennsylvania","Carbon County","64182","1164","0.01813338"
"Pennsylvania","Centre County","162385","2138","0.01316856"
"Pennsylvania","Chester County","524989","7738","0.01473941"
"Pennsylvania","Clarion County","38438","680","0.01768443"
"Pennsylvania","Clearfield County","79255","1492","0.01883127"
"Pennsylvania","Clinton County","38632","659","0.01705727"
"Pennsylvania","Columbia County","64964","1156","0.01779202"
"Pennsylvania","Crawford County","84629","1458","0.01723262"
"Pennsylvania","Cumberland County","253370","4275","0.01687232"
"Pennsylvania","Dauphin County","278299","4195","0.01507503"
"Pennsylvania","Delaware County","566747","8984","0.01585274"
"Pennsylvania","Elk County","29910","615","0.02057323"
"Pennsylvania","Erie County","269728","4466","0.01655750"
"Pennsylvania","Fayette County","129274","2476","0.01914951"
"Pennsylvania","Forest County","7247","125","0.01721880"
"Pennsylvania","Franklin County","155027","2804","0.01808973"
"Pennsylvania","Fulton County","14530","257","0.01768858"
"Pennsylvania","Greene County","36233","583","0.01609670"
"Pennsylvania","Huntingdon County","45144","816","0.01808590"
"Pennsylvania","Indiana County","84073","1455","0.01730518"
"Pennsylvania","Jefferson County","43425","841","0.01937649"
"Pennsylvania","Juniata County","24763","454","0.01833211"
"Pennsylvania","Lackawanna County","209674","3976","0.01896419"
"Pennsylvania","Lancaster County","545724","9536","0.01747325"
"Pennsylvania","Lawrence County","85512","1793","0.02096545"
"Pennsylvania","Lebanon County","141793","2599","0.01832622"
"Pennsylvania","Lehigh County","369318","5816","0.01574883"
"Pennsylvania","Luzerne County","317417","5947","0.01873443"
"Pennsylvania","Lycoming County","113299","2043","0.01803269"
"Pennsylvania","McKean County","40625","734","0.01807619"
"Pennsylvania","Mercer County","109424","2275","0.02079406"
"Pennsylvania","Mifflin County","46138","926","0.02006542"
"Pennsylvania","Monroe County","170271","2388","0.01402240"
"Pennsylvania","Montgomery County","830915","14393","0.01732128"
"Pennsylvania","Montour County","18230","397","0.02176620"
"Pennsylvania","Northampton County","305285","5627","0.01843330"
"Pennsylvania","Northumberland County","90843","1812","0.01994633"
"Pennsylvania","Perry County","46272","679","0.01467022"
"Pennsylvania","Philadelphia County","1584064","19964","0.01260286"
"Pennsylvania","Pike County","55809","1025","0.01837079"
"Pennsylvania","Potter County","16526","352","0.02131622"
"Pennsylvania","Schuylkill County","141359","2638","0.01866437"
"Pennsylvania","Snyder County","40372","711","0.01761391"
"Pennsylvania","Somerset County","73447","1543","0.02100536"
"Pennsylvania","Sullivan County","6066","152","0.02507028"
"Pennsylvania","Susquehanna County","40328","813","0.02016005"
"Pennsylvania","Tioga County","40591","779","0.01918321"
"Pennsylvania","Union County","44923","810","0.01803752"
"Pennsylvania","Venango County","50668","1019","0.02011116"
"Pennsylvania","Warren County","39191","812","0.02071122"
"Pennsylvania","Washington County","206865","3807","0.01840184"
"Pennsylvania","Wayne County","51361","997","0.01940648"
"Pennsylvania","Westmoreland County","348899","7253","0.02078825"
"Pennsylvania","Wyoming County","26794","460","0.01715931"
"Pennsylvania","York County","449058","6979","0.01554179"
"Rhode Island","Statewide","1059361","17374","0.01640091"
"Rhode Island","Bristol County","48479","958","0.01975876"
"Rhode Island","Kent County","164292","2868","0.01745602"
"Rhode Island","Newport County","82082","1690","0.02058892"
"Rhode Island","Providence County","638931","9544","0.01493730"
"Rhode Island","Washington County","125577","2315","0.01843360"
"South Carolina","Statewide","5148714","72452","0.01407187"
"South Carolina","Abbeville County","24527","447","0.01823291"
"South Carolina","Aiken County","170872","2703","0.01581947"
"South Carolina","Allendale County","8688","139","0.01600625"
"South Carolina","Anderson County","202558","2991","0.01476628"
"South Carolina","Bamberg County","14066","280","0.01987409"
"South Carolina","Barnwell County","20866","321","0.01538323"
"South Carolina","Beaufort County","192122","4046","0.02105738"
"South Carolina","Berkeley County","227907","2341","0.01027159"
"South Carolina","Calhoun County","14553","278","0.01910524"
"South Carolina","Charleston County","411406","5507","0.01338565"
"South Carolina","Cherokee County","57300","776","0.01355134"
"South Carolina","Chester County","32244","503","0.01559625"
"South Carolina","Chesterfield County","45650","657","0.01439157"
"South Carolina","Clarendon County","33745","624","0.01849043"
"South Carolina","Colleton County","37677","586","0.01554454"
"South Carolina","Darlington County","66618","1015","0.01523647"
"South Carolina","Dillon County","30479","424","0.01390173"
"South Carolina","Dorchester County","162809","1772","0.01088359"
"South Carolina","Edgefield County","27260","434","0.01593495"
"South Carolina","Fairfield County","22347","365","0.01635330"
"South Carolina","Florence County","138293","1861","0.01345477"
"South Carolina","Georgetown County","62680","1261","0.02011892"
"South Carolina","Greenville County","523542","6821","0.01302804"
"South Carolina","Greenwood County","70811","1198","0.01692057"
"South Carolina","Hampton County","19222","288","0.01500218"
"South Carolina","Horry County","354081","5931","0.01675008"
"South Carolina","Jasper County","30073","416","0.01384050"
"South Carolina","Kershaw County","66551","977","0.01467642"
"South Carolina","Lancaster County","98012","1556","0.01587278"
"South Carolina","Laurens County","67493","1063","0.01574652"
"South Carolina","Lee County","16828","268","0.01591090"
"South Carolina","Lexington County","298750","3843","0.01286315"
"South Carolina","McCormick County","9463","223","0.02352584"
"South Carolina","Marion County","30657","471","0.01535319"
"South Carolina","Marlboro County","26118","377","0.01443377"
"South Carolina","Newberry County","38440","631","0.01640569"
"South Carolina","Oconee County","79546","1415","0.01779014"
"South Carolina","Orangeburg County","86175","1417","0.01644217"
"South Carolina","Pickens County","126884","1781","0.01403726"
"South Carolina","Richland County","415759","4344","0.01044736"
"South Carolina","Saluda County","20473","365","0.01784509"
"South Carolina","Spartanburg County","319785","4129","0.01291162"
"South Carolina","Sumter County","106721","1490","0.01396235"
"South Carolina","Union County","27316","453","0.01658533"
"South Carolina","Williamsburg County","30368","524","0.01724018"
"South Carolina","York County","280979","3143","0.01118418"
"South Dakota","Statewide","884659","13540","0.01530575"
"South Dakota","Aurora County","2751","54","0.01975941"
"South Dakota","Beadle County","18453","327","0.01769973"
"South Dakota","Bennett County","3365","42","0.01236052"
"South Dakota","Bon Homme County","6901","161","0.02336548"
"South Dakota","Brookings County","35077","389","0.01108580"
"South Dakota","Brown County","38839","681","0.01754593"
"South Dakota","Brule County","5297","106","0.02003745"
"South Dakota","Buffalo County","1962","12","0.00603515"
"South Dakota","Butte County","10429","172","0.01645223"
"South Dakota","Campbell County","1376","44","0.03201324"
"South Dakota","Charles Mix County","9292","175","0.01885330"
"South Dakota","Clark County","3736","72","0.01929685"
"South Dakota","Clay County","14070","153","0.01084982"
"South Dakota","Codington County","28009","492","0.01755271"
